,level_0,index,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal_x,cardType_x,isOwnGoal_x,cumulative_mins,isGoal_y,cardType_y,isOwnGoal_y,x1_bin_xT,y1_bin_xT,x2_bin_xT,y2_bin_xT,start_zone_value_xT,end_zone_value_xT,xT,teamName,oppositionTeamName,shirtNo,name,position,isFirstEleven,prog_pass,prog_carry,pass_or_carry_angle,shortName,possession_id,possession_team
1420,1420,1421,651.5,73.0,38.0,167,25.515,51.272000000000006,76.0,SecondHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,313171.0,28.455000000000002,46.71600000000001,,,,,,652.0,,,,,75.68333333333334,,,,2.0,6.0,3.0,5.0,0.00942382,0.01110462,0.0016808000000000014,Man City,Man Utd,3.0,Ruben Dias,DC,True,0.0,3.7459172000039445,-57.165729661793655,R. Dias,79.0,Man City
1421,1421,1422,652.0,73.0,40.0,167,28.455000000000002,46.71600000000001,76.0,SecondHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '25.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '33.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.96'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '31.9'}]","[91, 117, 30, 36, 38, 215, 218]",True,313171.0,34.86000000000001,21.692,,,,,,,,,,,75.71666666666667,,,,3.0,5.0,4.0,2.0,0.01110462,0.01269174,0.0015871199999999992,Man City,Man Utd,3.0,Ruben Dias,DC,True,6.382329485153264,0.0,-75.64312172002056,R. Dias,79.0,Man City
1422,1422,1423,652.5,73.0,42.5,167,34.86000000000001,21.692,76.0,SecondHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,297390.0,36.855000000000004,19.380000000000003,,,,,,653.0,,,,,75.75833333333333,,,,4.0,2.0,4.0,2.0,0.01269174,0.01269174,0.0,Man City,Man Utd,25.0,Manuel Akanji,DC,True,0.0,1.5160388498913022,-49.20944315018915,M. Akanji,79.0,Man City
1423,1423,1424,653.0,73.0,45.0,167,36.855000000000004,19.380000000000003,76.0,SecondHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '20.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.78'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '31.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '57.5'}]","[91, 117, 30, 35, 37, 215, 218]",True,297390.0,32.655,39.1,,,,,,,,,,,75.8,,,,4.0,2.0,3.0,4.0,0.01269174,0.01132376,-0.0013679799999999995,Man City,Man Utd,25.0,Manuel Akanji,DC,True,-2.8288779613834265,0.0,102.0233060934583,M. Akanji,79.0,Man City
1424,1424,1425,654.0,73.0,47.0,167,33.075,41.956,76.0,SecondHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.31'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '34.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '80.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 36, 37, 216, 218]",True,313171.0,36.54,54.74,,,,,,,,,,,75.83333333333333,,,,3.0,4.0,4.0,6.0,0.01132376,0.01214719,0.00082343,Man City,Man Utd,3.0,Ruben Dias,DC,True,0.8310452242131419,0.0,74.83479772200776,R. Dias,79.0,Man City
1425,1425,1426,655.0,73.0,50.0,167,35.49,55.21600000000001,76.0,SecondHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '42.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '87.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.42'}]","[91, 117, 30, 36, 37, 216, 218]",True,402664.0,45.045,59.43200000000001,,,,,,,,,,,75.88333333333333,,,,4.0,6.0,5.0,7.0,0.01214719,0.01248344,0.00033624999999999974,Man City,Man Utd,24.0,Josko Gvardiol,DL,True,7.549765016916368,0.0,23.80874844440624,J. Gvardiol,79.0,Man City
1426,1426,1427,656.0,73.0,52.0,167,46.2,61.336000000000006,76.0,SecondHalf,Pass,Unsuccessful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '0.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '44.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '90.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.00'}]","[91, 118, 120, 29, 36, 216, 218]",True,394933.0,46.830000000000005,61.336000000000006,,,,,,,,,,,75.91666666666666,,,,,,,,,,,Man City,Man Utd,27.0,Matheus Nunes,Sub,,0.5707332520803448,0.0,0.0,M. Nunes,79.0,Man City
1427,1427,1428,598.0,73.0,54.0,32,47.67,2.5160000000000005,76.0,SecondHalf,BallTouch,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]",[91],True,88526.0,,,,,,,,,,,,,75.95,,,,,,,,,,,Man Utd,Man City,18.0,Casemiro,DMC,True,0.0,0.0,,Casemiro,80.0,Man Utd
1428,1428,1429,658.0,74.0,17.0,167,66.57000000000001,68.0,77.0,SecondHalf,Pass,Unsuccessful,"[{'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 107, 'displayName': 'ThrowIn'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.04'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '24.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '85.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '93.5'}]","[91, 212, 36, 38, 217]",True,402664.0,89.98500000000001,63.580000000000005,,,,,,,,,,,76.33333333333333,,,,,,,,,,,Man City,Man Utd,24.0,Josko Gvardiol,DL,True,18.138771095323598,0.0,-10.689816352890045,J. Gvardiol,80.0,Man Utd
1429,1429,1430,600.0,74.0,19.0,32,8.295,4.148,77.0,SecondHalf,Pass,Successful,"[{'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '13.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.33'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '21.8'}]","[91, 117, 30, 139, 36, 37, 215, 218]",True,404086.0,22.89,9.180000000000001,,,,,,,,,,,76.36666666666666,,,,0.0,0.0,2.0,1.0,0.00638303,0.00942382,0.00304079,Man Utd,Man City,28.0,Facundo Pellistri,Sub,,15.428424124654484,0.0,19.022944353255998,F. Pellistri,80.0,Man Utd
1430,1430,1431,601.0,74.0,21.0,32,22.89,9.180000000000001,77.0,SecondHalf,BallRecovery,Successful,[],[93],False,88526.0,,,,,,,,,,,,,76.39999999999999,,,,,,,,,,,Man Utd,Man City,18.0,Casemiro,DMC,True,0.0,0.0,,Casemiro,80.0,Man Utd
1431,1431,1432,602.0,74.0,22.0,32,22.89,9.180000000000001,77.0,SecondHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '28.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '23.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.72'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 36, 37, 215, 218]",True,88526.0,30.345,15.708000000000002,,,,,,,,,,,76.41666666666666,,,,2.0,1.0,3.0,1.0,0.00942382,0.0105949,0.0011710800000000014,Man Utd,Man City,18.0,Casemiro,DMC,True,8.915981689951153,0.0,41.207138571372546,Casemiro,80.0,Man Utd
1432,1432,1433,603.0,74.0,23.0,32,30.345,15.708000000000002,77.0,SecondHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.66'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '18.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '24.0'}]","[91, 117, 30, 35, 38, 215, 218]",True,491384.0,25.200000000000003,12.784,,,,,,,,,,,76.43333333333334,,,,3.0,1.0,2.0,1.0,0.0105949,0.00942382,-0.0011710800000000014,Man Utd,Man City,43.0,Toby Collyer,Sub,,-5.708846019689446,0.0,-150.3896184100036,T. Collyer,80.0,Man Utd
1433,1433,1434,604.0,74.0,23.0,32,25.095,12.648000000000001,77.0,SecondHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '26.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.36'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '38.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 36, 37, 216, 218]",True,88526.0,40.11000000000001,18.224,,,,,,,,,,,76.43333333333334,,,,2.0,1.0,4.0,2.0,0.00942382,0.01269174,0.0032679200000000005,Man Utd,Man City,18.0,Casemiro,DMC,True,15.928432949967913,0.0,20.373081854828012,Casemiro,80.0,Man Utd
1434,1434,1435,605.0,74.0,25.0,32,40.11000000000001,18.224,77.0,SecondHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '21.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '37.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '73.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.18'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 155, 'displayName': 'Chipped'}}]","[91, 119, 117, 124, 127, 205, 36, 38, 217, 218]",True,123761.0,77.28,14.280000000000001,,,,,,,,,,,76.46666666666667,,,,4.0,2.0,8.0,1.0,0.01269174,0.02401521,0.011323469999999999,Man Utd,Man City,8.0,Bruno Fernandes,FW,True,32.761422451555205,0.0,-6.056824772677916,B. Fernandes,80.0,Man Utd
1435,1435,1436,606.0,74.0,28.0,32,79.59,15.096,77.0,SecondHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.17'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '56.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '25.0'}, {'type': {'value': 210, 'displayName': 'ShotAssist'}, 'value': '14'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 154, 'displayName': 'IntentionalAssist'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '85.1'}, {'type': {'value': 11112, 'displayName': 'BigChanceCreated'}}, {'type': {'value': 11113, 'displayName': 'KeyPass'}}]","[91, 119, 117, 30, 123, 203, 205, 40, 46, 36, 37, 217, 218]",True,437022.0,89.355,38.080000000000005,,,,,,,,,,,76.51666666666667,,,,9.0,1.0,10.0,4.0,0.02953272,0.10805102,0.0785183,Man Utd,Man City,17.0,Alejandro Garnacho,Sub,,15.50238445750513,0.0,66.9812650361009,A. Garnacho,80.0,Man Utd
1436,1436,1437,607.0,74.0,29.0,32,92.82000000000001,39.1,77.0,SecondHalf,ShotOnPost,Successful,"[{'type': {'value': 214, 'displayName': 'BigChance'}}, {'type': {'value': 328, 'displayName': 'FirstTouch'}}, {'type': {'value': 73, 'displayName': 'MissLeft'}}, {'type': {'value': 23, 'displayName': 'FastBreak'}}, {'type': {'value': 29, 'displayName': 'Assisted'}}, {'type': {'value': 103, 'displayName': 'GoalMouthZ'}, 'value': '8.2'}, {'type': {'value': 55, 'displayName': 'RelatedEventId'}, 'value': '606'}, {'type': {'value': 102, 'displayName': 'GoalMouthY'}, 'value': '55.4'}, {'type': {'value': 154, 'displayName': 'IntentionalAssist'}}, {'type': {'value': 72, 'displayName': 'LeftFoot'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 17, 'displayName': 'BoxCentre'}}]","[91, 7, 8, 10, 201, 1, 4, 13]",True,300299.0,,,,,8.2,37.672000000000004,True,606.0,437022.0,,,,76.53333333333333,,,,,,,,,,,Man Utd,Man City,10.0,Marcus Rashford,AML,True,0.0,0.0,,M. Rashford,80.0,Man Utd
1437,1437,1438,660.0,75.0,20.0,167,5.1450000000000005,34.0,78.0,SecondHalf,Pass,Unsuccessful,"[{'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '61.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.29'}, {'type': {'value': 74, 'displayName': 'MissHigh'}}, {'type': {'value': 124, 'displayName': 'GoalKick'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '60.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '75.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 120, 128, 36, 37, 216, 218]",True,121774.0,63.839999999999996,51.61200000000001,,,,,,,,,,,77.38333333333333,,,,,,,,,,,Man City,Man Utd,31.0,Ederson,GK,True,55.08527648063928,0.0,16.702378645001307,Ederson,80.0,Man Utd
1438,1438,1439,609.0,75.0,24.0,32,33.81,18.156000000000002,78.0,SecondHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '20.9'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '43.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.96'}]","[91, 117, 30, 139, 36, 38, 216, 218]",True,22079.0,45.675000000000004,14.212,,,,,,,,,,,77.45,,,,3.0,2.0,5.0,1.0,0.01110462,0.0138454,0.00274078,Man Utd,Man City,35.0,Jonny Evans,DC,True,10.393653844392922,0.0,-18.387128688753116,J. Evans,80.0,Man Utd
1439,1439,1440,610.0,75.0,26.0,32,45.045,13.192,78.0,SecondHalf,Pass,Unsuccessful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.60'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '52.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '7.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}]","[91, 120, 29, 139, 36, 38, 216, 218]",True,404086.0,54.915,5.168,,,,,,,,,,,77.48333333333333,,,,,,,,,,,Man Utd,Man City,28.0,Facundo Pellistri,Sub,,5.672248648175334,0.0,-39.110027346110165,F. Pellistri,80.0,Man Utd
1440,1440,1441,662.0,75.0,28.0,167,45.78,63.104,78.0,SecondHalf,Dispossessed,Successful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '611'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 286, 'displayName': 'Offensive'}}]","[91, 70]",True,394933.0,,,,,,,,,,,,,77.51666666666667,,,,,,,,,,,Man City,Man Utd,27.0,Matheus Nunes,Sub,,0.0,0.0,,M. Nunes,81.0,Man City
1441,1441,1442,611.0,75.0,28.0,32,59.22,4.896000000000001,78.0,SecondHalf,Tackle,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '662'}]","[91, 142]",True,404086.0,,,,,,,,,,,,,77.51666666666667,,,,,,,,,,,Man Utd,Man City,28.0,Facundo Pellistri,Sub,,0.0,0.0,,F. Pellistri,81.0,Man City
1442,1442,1443,663.0,75.0,30.0,167,38.010000000000005,64.26,78.0,SecondHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '80.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '29.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.05'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 35, 38, 215, 218]",True,394933.0,30.87,55.01200000000001,,,,,,,,,,,77.55,,,,4.0,7.0,3.0,6.0,0.01126267,0.0105949,-0.0006677699999999998,Man City,Man Utd,27.0,Matheus Nunes,Sub,,-3.543048981291463,0.0,-127.6702522832413,M. Nunes,81.0,Man City
1443,1443,1444,663.5,75.0,32.0,167,30.87,55.01200000000001,78.0,SecondHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,402664.0,30.87,44.132000000000005,,,,,,664.0,,,,,77.58333333333333,,,,3.0,6.0,3.0,5.0,0.0105949,0.01110462,0.00050972,Man City,Man Utd,24.0,Josko Gvardiol,DL,True,0.0,2.231168979468535,-90.0,J. Gvardiol,81.0,Man City
1444,1444,1445,664.0,75.0,34.0,167,30.87,44.132000000000005,78.0,SecondHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '60.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '33.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.64'}]","[91, 117, 30, 36, 38, 215, 218]",True,402664.0,34.86000000000001,41.14,,,,,,,,,,,77.61666666666666,,,,3.0,5.0,4.0,4.0,0.01110462,0.01262646,0.00152184,Man City,Man Utd,24.0,Josko Gvardiol,DL,True,4.316734376498758,0.0,-36.8653022192006,J. Gvardiol,81.0,Man City
1445,1445,1446,664.5,75.0,35.0,167,34.86000000000001,41.14,78.0,SecondHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,425576.0,29.085,35.836000000000006,,,,,,665.0,,,,,77.63333333333333,,,,4.0,4.0,3.0,4.0,0.01262646,0.01132376,-0.0013027000000000004,Man City,Man Utd,87.0,James McAtee,MC,True,0.0,-5.434721980488916,-137.43434171975855,J. McAtee,81.0,Man City
1446,1446,1447,665.0,75.0,36.0,167,29.085,35.836000000000006,78.0,SecondHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.01'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '34.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '17.6'}]","[91, 117, 30, 35, 38, 215, 218]",True,425576.0,18.480000000000004,23.323999999999998,,,,,,,,,,,77.64999999999999,,,,3.0,4.0,2.0,2.0,0.01132376,0.01001304,-0.0013107199999999996,Man City,Man Utd,87.0,James McAtee,MC,True,-11.238987298029656,0.0,-130.28415418387198,J. McAtee,81.0,Man City
1447,1447,1448,666.0,75.0,39.0,167,16.59,23.732,78.0,SecondHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '7.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '54.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.15'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.8'}]","[91, 117, 30, 35, 37, 215, 218]",True,297390.0,7.875,36.924,,,,,,,,,,,77.7,,,,1.0,2.0,0.0,4.0,0.00977745,0.00941056,-0.0003668899999999999,Man City,Man Utd,25.0,Manuel Akanji,DC,True,-8.164735188801487,0.0,123.44985402088727,M. Akanji,81.0,Man City
1448,1448,1449,667.0,75.0,42.0,167,9.135,35.088,78.0,SecondHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.67'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '25.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '8.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 35, 38, 215, 218]",True,121774.0,8.4,17.136,,,,,,,,,,,77.75,,,,1.0,4.0,0.0,2.0,0.01082722,0.0088799,-0.0019473200000000006,Man City,Man Utd,31.0,Ederson,GK,True,-2.1897995416739064,0.0,-92.34452377033698,Ederson,81.0,Man City
1449,1449,1450,668.0,75.0,46.0,167,7.7700000000000005,15.504000000000001,78.0,SecondHalf,Pass,Unsuccessful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.87'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '29.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '24.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '8.0'}]","[91, 118, 120, 29, 124, 36, 38, 215, 218]",True,297390.0,30.450000000000003,5.44,,,,,,,,,,,77.81666666666666,,,,,,,,,,,Man City,Man Utd,25.0,Manuel Akanji,DC,True,19.14017995937114,0.0,-23.92872710232005,M. Akanji,81.0,Man City
1450,1450,1451,615.0,75.0,49.0,32,70.665,64.464,78.0,SecondHalf,BallRecovery,Successful,[],[93],False,88526.0,,,,,,,,,,,,,77.86666666666666,,,,,,,,,,,Man Utd,Man City,18.0,Casemiro,DMC,True,0.0,0.0,,Casemiro,81.0,Man City
1451,1451,1452,616.0,75.0,49.0,32,69.3,62.968,78.0,SecondHalf,Pass,Unsuccessful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '69.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '80.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.14'}]","[91, 120, 29, 36, 38, 217, 218]",True,88526.0,73.08,54.74,,,,,,,,,,,77.86666666666666,,,,,,,,,,,Man Utd,Man City,18.0,Casemiro,DMC,True,7.908107337750536,0.0,-65.32562324793608,Casemiro,81.0,Man City
1452,1452,1453,669.0,75.0,50.0,167,22.47,17.136,78.0,SecondHalf,BallRecovery,Successful,[],[93],False,93894.0,,,,,,,,,,,,,77.88333333333333,,,,,,,,,,,Man City,Man Utd,8.0,Mateo Kovacic,MC,True,0.0,0.0,,M. Kovacic,81.0,Man City
1453,1453,1454,670.0,75.0,51.0,167,22.47,17.136,78.0,SecondHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '25.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.14'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '10.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 35, 215, 218]",True,93894.0,11.13,17.136,,,,,,,,,,,77.89999999999999,,,,2.0,2.0,1.0,2.0,0.01001304,0.00977745,-0.0002355900000000008,Man City,Man Utd,8.0,Mateo Kovacic,MC,True,-11.137445020998868,0.0,180.0,M. Kovacic,81.0,Man City
1454,1454,1455,671.0,75.0,53.0,167,12.075000000000001,18.428,78.0,SecondHalf,Pass,Unsuccessful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '41.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '57.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '65.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.17'}, {'type': {'value': 1, 'displayName': 'Longball'}}]","[91, 120, 124, 128, 36, 37, 216, 218]",True,297390.0,68.985,28.084,,,,,,,,,,,77.93333333333334,,,,,,,,,,,Man City,Man Utd,25.0,Manuel Akanji,DC,True,57.72305196079194,0.0,9.629746371161023,M. Akanji,81.0,Man City
1455,1455,1456,617.0,75.0,56.0,32,45.15,38.080000000000005,78.0,SecondHalf,BallRecovery,Successful,[],[93],False,22079.0,,,,,,,,,,,,,77.98333333333333,,,,,,,,,,,Man Utd,Man City,35.0,Jonny Evans,DC,True,0.0,0.0,,J. Evans,82.0,Man Utd
1456,1456,1457,618.0,75.0,57.0,32,40.74,41.208000000000006,78.0,SecondHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '28.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '13.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '47.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.48'}]","[91, 117, 30, 35, 38, 215, 218]",True,22079.0,14.175,31.96,,,,,,,,,,,78.0,,,,4.0,4.0,1.0,3.0,0.01262646,0.01082722,-0.0017992400000000006,Man Utd,Man City,35.0,Jonny Evans,DC,True,-26.184912554366036,0.0,-160.80560110355407,J. Evans,82.0,Man Utd
1457,1457,1458,619.0,76.0,4.0,32,14.175,31.96,79.0,SecondHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '5.5'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '39.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.48'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '39.1'}]","[91, 117, 127, 36, 38, 216, 218]",True,260843.0,41.265,3.74,,,,,,,,,,,78.11666666666666,,,,1.0,3.0,4.0,0.0,0.01082722,0.01126267,0.0004354500000000004,Man Utd,Man City,24.0,Andre Onana,GK,True,20.294255000530043,0.0,-46.17040725156461,A. Onana,82.0,Man Utd
